"qualityReportID","measureRepID","sampleID","measureSetRepID","qualityFlag","severity","lastEdited","notes"
"noConcern o.10.16.22covN24146","o.10.16.22covN24146",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.22nPPMoV4147","o.10.16.22nPPMoV4147",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.22covN14148","o.10.17.22covN14148",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.22covN14149","o.10.17.22covN14149",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.22covN24150","o.10.17.22covN24150",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.22covN24151","o.10.17.22covN24151",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.22nPPMoV4152","o.10.17.22nPPMoV4152",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.22covN14153","o.10.18.22covN14153",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.22covN14154","o.10.18.22covN14154",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.22covN24155","o.10.18.22covN24155",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.22covN24156","o.10.18.22covN24156",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.22nPPMoV4157","o.10.18.22nPPMoV4157",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.22covN14158","o.10.19.22covN14158",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.22covN14159","o.10.19.22covN14159",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.22covN24160","o.10.19.22covN24160",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.22covN24161","o.10.19.22covN24161",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.22nPPMoV4162","o.10.19.22nPPMoV4162",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.22covN14163","o.10.20.22covN14163",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.22covN14164","o.10.20.22covN14164",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.22covN24165","o.10.20.22covN24165",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.22covN24166","o.10.20.22covN24166",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.22nPPMoV4167","o.10.20.22nPPMoV4167",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.22covN14168","o.10.21.22covN14168",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.22covN14169","o.10.21.22covN14169",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.22covN24170","o.10.21.22covN24170",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.22covN24171","o.10.21.22covN24171",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.22nPPMoV4172","o.10.21.22nPPMoV4172",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.22covN14173","o.10.22.22covN14173",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.22covN14174","o.10.22.22covN14174",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.22covN24175","o.10.22.22covN24175",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.22covN24176","o.10.22.22covN24176",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.22nPPMoV4177","o.10.22.22nPPMoV4177",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.22covN14178","o.10.23.22covN14178",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.22covN14179","o.10.23.22covN14179",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.22covN24180","o.10.23.22covN24180",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.22covN24181","o.10.23.22covN24181",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.22nPPMoV4182","o.10.23.22nPPMoV4182",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.22covN14183","o.10.24.22covN14183",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.22covN14184","o.10.24.22covN14184",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.22covN24185","o.10.24.22covN24185",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.22covN24186","o.10.24.22covN24186",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.22nPPMoV4187","o.10.24.22nPPMoV4187",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.22covN14188","o.10.25.22covN14188",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.22covN14189","o.10.25.22covN14189",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.22covN24190","o.10.25.22covN24190",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.22covN24191","o.10.25.22covN24191",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.22nPPMoV4192","o.10.25.22nPPMoV4192",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.22covN14193","o.10.26.22covN14193",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.22covN14194","o.10.26.22covN14194",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.22covN24195","o.10.26.22covN24195",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.22covN24196","o.10.26.22covN24196",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.22nPPMoV4197","o.10.26.22nPPMoV4197",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.22covN14198","o.10.27.22covN14198",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.22covN14199","o.10.27.22covN14199",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.22covN24200","o.10.27.22covN24200",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.22covN24201","o.10.27.22covN24201",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.22nPPMoV4202","o.10.27.22nPPMoV4202",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.22covN14203","o.10.28.22covN14203",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.22covN14204","o.10.28.22covN14204",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.22covN24205","o.10.28.22covN24205",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.22covN24206","o.10.28.22covN24206",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.22nPPMoV4207","o.10.28.22nPPMoV4207",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.22covN14208","o.10.29.22covN14208",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.22covN14209","o.10.29.22covN14209",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.22covN24210","o.10.29.22covN24210",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.22covN24211","o.10.29.22covN24211",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.22nPPMoV4212","o.10.29.22nPPMoV4212",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.22covN14213","o.10.30.22covN14213",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.22covN14214","o.10.30.22covN14214",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.22covN24215","o.10.30.22covN24215",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.22covN24216","o.10.30.22covN24216",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.22nPPMoV4217","o.10.30.22nPPMoV4217",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.22covN14218","o.10.31.22covN14218",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.22covN14219","o.10.31.22covN14219",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.22covN24220","o.10.31.22covN24220",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.22covN24221","o.10.31.22covN24221",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.22nPPMoV4222","o.10.31.22nPPMoV4222",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.22covN14223","o.11.01.22covN14223",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.22covN14224","o.11.01.22covN14224",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.22covN24225","o.11.01.22covN24225",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.22covN24226","o.11.01.22covN24226",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.22nPPMoV4227","o.11.01.22nPPMoV4227",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.22covN14228","o.11.02.22covN14228",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.22covN14229","o.11.02.22covN14229",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.22covN24230","o.11.02.22covN24230",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.22covN24231","o.11.02.22covN24231",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.22nPPMoV4232","o.11.02.22nPPMoV4232",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.22covN14233","o.11.03.22covN14233",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.22covN14234","o.11.03.22covN14234",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.22covN24235","o.11.03.22covN24235",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.22covN24236","o.11.03.22covN24236",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.22nPPMoV4237","o.11.03.22nPPMoV4237",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.22covN14238","o.11.04.22covN14238",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.22covN14239","o.11.04.22covN14239",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.22covN24240","o.11.04.22covN24240",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.22covN24241","o.11.04.22covN24241",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.22nPPMoV4242","o.11.04.22nPPMoV4242",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.22covN14243","o.11.05.22covN14243",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.22covN14244","o.11.05.22covN14244",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.22covN24245","o.11.05.22covN24245",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.22covN24246","o.11.05.22covN24246",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.22nPPMoV4247","o.11.05.22nPPMoV4247",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.22covN14248","o.11.06.22covN14248",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.22covN14249","o.11.06.22covN14249",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.22covN24250","o.11.06.22covN24250",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.22covN24251","o.11.06.22covN24251",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.22nPPMoV4252","o.11.06.22nPPMoV4252",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.22covN14253","o.11.07.22covN14253",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.22covN14254","o.11.07.22covN14254",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.22covN24255","o.11.07.22covN24255",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.22covN24256","o.11.07.22covN24256",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.22nPPMoV4257","o.11.07.22nPPMoV4257",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.22covN14258","o.11.08.22covN14258",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.22covN14259","o.11.08.22covN14259",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.22covN24260","o.11.08.22covN24260",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.22covN24261","o.11.08.22covN24261",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.22nPPMoV4262","o.11.08.22nPPMoV4262",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.22covN14263","o.11.09.22covN14263",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.22covN14264","o.11.09.22covN14264",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.22covN24265","o.11.09.22covN24265",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.22covN24266","o.11.09.22covN24266",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.22nPPMoV4267","o.11.09.22nPPMoV4267",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.22covN14268","o.11.10.22covN14268",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.22covN14269","o.11.10.22covN14269",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.22covN24270","o.11.10.22covN24270",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.22covN24271","o.11.10.22covN24271",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.22nPPMoV4272","o.11.10.22nPPMoV4272",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.22covN14273","o.11.11.22covN14273",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.22covN14274","o.11.11.22covN14274",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.22covN24275","o.11.11.22covN24275",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.22covN24276","o.11.11.22covN24276",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.22nPPMoV4277","o.11.11.22nPPMoV4277",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.22covN14278","o.11.12.22covN14278",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.22covN14279","o.11.12.22covN14279",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.22covN24280","o.11.12.22covN24280",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.22covN24281","o.11.12.22covN24281",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.22nPPMoV4282","o.11.12.22nPPMoV4282",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.22covN14283","o.11.13.22covN14283",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.22covN14284","o.11.13.22covN14284",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.22covN24285","o.11.13.22covN24285",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.22covN24286","o.11.13.22covN24286",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.22nPPMoV4287","o.11.13.22nPPMoV4287",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.22covN14288","o.11.14.22covN14288",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.22covN14289","o.11.14.22covN14289",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.22covN24290","o.11.14.22covN24290",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.22covN24291","o.11.14.22covN24291",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.22nPPMoV4292","o.11.14.22nPPMoV4292",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.22covN14293","o.11.15.22covN14293",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.22covN14294","o.11.15.22covN14294",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.22covN24295","o.11.15.22covN24295",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.22covN24296","o.11.15.22covN24296",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.22nPPMoV4297","o.11.15.22nPPMoV4297",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.22covN14298","o.11.16.22covN14298",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.22covN14299","o.11.16.22covN14299",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.22covN24300","o.11.16.22covN24300",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.22covN24301","o.11.16.22covN24301",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.22nPPMoV4302","o.11.16.22nPPMoV4302",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.22covN14303","o.11.17.22covN14303",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.22covN14304","o.11.17.22covN14304",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.22covN24305","o.11.17.22covN24305",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.22covN24306","o.11.17.22covN24306",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.22nPPMoV4307","o.11.17.22nPPMoV4307",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.22covN14308","o.11.18.22covN14308",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.22covN14309","o.11.18.22covN14309",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.22covN24310","o.11.18.22covN24310",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.22covN24311","o.11.18.22covN24311",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.22nPPMoV4312","o.11.18.22nPPMoV4312",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.22covN14313","o.11.19.22covN14313",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.22covN14314","o.11.19.22covN14314",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.22covN24315","o.11.19.22covN24315",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.22covN24316","o.11.19.22covN24316",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.22nPPMoV4317","o.11.19.22nPPMoV4317",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.22covN14318","o.11.20.22covN14318",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.22covN14319","o.11.20.22covN14319",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.22covN24320","o.11.20.22covN24320",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.22covN24321","o.11.20.22covN24321",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.22nPPMoV4322","o.11.20.22nPPMoV4322",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.22covN14323","o.11.21.22covN14323",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.22covN14324","o.11.21.22covN14324",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.22covN24325","o.11.21.22covN24325",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.22covN24326","o.11.21.22covN24326",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.22nPPMoV4327","o.11.21.22nPPMoV4327",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.22covN14328","o.11.22.22covN14328",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.22covN14329","o.11.22.22covN14329",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.22covN24330","o.11.22.22covN24330",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.22covN24331","o.11.22.22covN24331",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.22nPPMoV4332","o.11.22.22nPPMoV4332",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.22covN14333","o.11.23.22covN14333",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.22covN14334","o.11.23.22covN14334",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.22covN24335","o.11.23.22covN24335",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.22covN24336","o.11.23.22covN24336",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.22nPPMoV4337","o.11.23.22nPPMoV4337",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.22covN14338","o.11.24.22covN14338",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.22covN14339","o.11.24.22covN14339",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.22covN24340","o.11.24.22covN24340",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.22covN24341","o.11.24.22covN24341",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.22nPPMoV4342","o.11.24.22nPPMoV4342",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.22covN14343","o.11.25.22covN14343",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.22covN14344","o.11.25.22covN14344",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.22covN24345","o.11.25.22covN24345",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.22covN24346","o.11.25.22covN24346",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.22nPPMoV4347","o.11.25.22nPPMoV4347",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.22covN14348","o.11.26.22covN14348",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.22covN14349","o.11.26.22covN14349",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.22covN24350","o.11.26.22covN24350",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.22covN24351","o.11.26.22covN24351",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.22nPPMoV4352","o.11.26.22nPPMoV4352",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.22covN14353","o.11.27.22covN14353",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.22covN14354","o.11.27.22covN14354",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.22covN24355","o.11.27.22covN24355",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.22covN24356","o.11.27.22covN24356",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.22nPPMoV4357","o.11.27.22nPPMoV4357",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.22covN14358","o.11.28.22covN14358",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.22covN14359","o.11.28.22covN14359",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.22covN24360","o.11.28.22covN24360",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.22covN24361","o.11.28.22covN24361",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.22nPPMoV4362","o.11.28.22nPPMoV4362",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.22covN14363","o.11.29.22covN14363",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.22covN14364","o.11.29.22covN14364",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.22covN24365","o.11.29.22covN24365",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.22covN24366","o.11.29.22covN24366",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.22nPPMoV4367","o.11.29.22nPPMoV4367",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.22covN14368","o.11.30.22covN14368",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.22covN14369","o.11.30.22covN14369",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.22covN24370","o.11.30.22covN24370",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.22covN24371","o.11.30.22covN24371",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.22nPPMoV4372","o.11.30.22nPPMoV4372",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.22covN14373","o.12.01.22covN14373",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.22covN14374","o.12.01.22covN14374",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.22covN24375","o.12.01.22covN24375",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.22covN24376","o.12.01.22covN24376",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.22nPPMoV4377","o.12.01.22nPPMoV4377",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.02.22covN14378","o.12.02.22covN14378",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.02.22covN14379","o.12.02.22covN14379",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.02.22covN24380","o.12.02.22covN24380",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.02.22covN24381","o.12.02.22covN24381",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.02.22nPPMoV4382","o.12.02.22nPPMoV4382",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.03.22covN14383","o.12.03.22covN14383",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.03.22covN14384","o.12.03.22covN14384",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.03.22covN24385","o.12.03.22covN24385",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.03.22covN24386","o.12.03.22covN24386",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.03.22nPPMoV4387","o.12.03.22nPPMoV4387",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.04.22covN14388","o.12.04.22covN14388",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.04.22covN14389","o.12.04.22covN14389",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.04.22covN24390","o.12.04.22covN24390",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.04.22covN24391","o.12.04.22covN24391",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.04.22nPPMoV4392","o.12.04.22nPPMoV4392",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.05.22covN14393","o.12.05.22covN14393",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.05.22covN14394","o.12.05.22covN14394",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.05.22covN24395","o.12.05.22covN24395",NA,NA,"noConcern",NA,2024-02-05,NA
